Date,bitcoin-mining_profitability_raw,difficulty-btc--sma3,difficulty-btc--sma7,difficulty-btc--sma14,difficulty-btc--ema3,difficulty-btc--ema14,difficulty-btc--ema90,difficulty-btc--wma3,difficulty-btc--wma7,difficulty-btc--wma14,difficulty-btc--wma30,difficulty-btc--wma90,difficulty-btc--std14,difficulty-btc--std90,difficulty-btc--var14,difficulty-btc--trx7,difficulty-btc--trx14,difficulty-btc--trx30,difficulty-btc--trx90,difficulty-btc--rsi30,difficulty-btc--rsi90,difficulty-btc--roc3,difficulty-btc--roc7,difficulty-btc--roc30,difficulty-btc--roc90,hashrate-btc--sma3,hashrate-btc--sma7,hashrate-btc--sma14,hashrate-btc--ema3,hashrate-btc--ema7,hashrate-btc--ema14,hashrate-btc--ema30,hashrate-btc--wma3,hashrate-btc--wma7,hashrate-btc--wma14,hashrate-btc--std30,hashrate-btc--std90,hashrate-btc--trx7,hashrate-btc--trx14,hashrate-btc--trx30,hashrate-btc--trx90,mining_profitability-btc--sma7,mining_profitability-btc--sma14,mining_profitability-btc--sma30,mining_profitability-btc--sma90,mining_profitability-btc--ema3,mining_profitability-btc--ema7,mining_profitability-btc--ema14,mining_profitability-btc--ema90,mining_profitability-btc--wma3,mining_profitability-btc--wma7,mining_profitability-btc--wma14,mining_profitability-btc--wma30,mining_profitability-btc--wma90,mining_profitability-btc--std3,mining_profitability-btc--std14,mining_profitability-btc--std90,mining_profitability-btc--var14,mining_profitability-btc--var30,mining_profitability-btc--var90,mining_profitability-btc--trx7,mining_profitability-btc--trx14,mining_profitability-btc--trx30,mining_profitability-btc--trx90,sentinusd-btc--sma3,sentinusd-btc--sma7,sentinusd-btc--sma14,sentinusd-btc--sma90,sentinusd-btc--ema14,sentinusd-btc--ema30,sentinusd-btc--wma14,sentinusd-btc--wma90,sentinusd-btc--std90,sentinusd-btc--mom14,sentinusd-btc--var90,sentinusd-btc--trx7,sentinusd-btc--trx30,sentinusd-btc--trx90,transactionfees-btc--sma7,transactionfees-btc--sma90,transactionfees-btc--ema90,transactionfees-btc--wma30,transactionfees-btc--mom30,transactionfees-btc--mom90,transactionfees-btc--trx7,transactionfees-btc--trx30,transactionfees-btc--trx90,transactionfees-btc--roc30,median_transaction_fee-btc--sma7,median_transaction_fee-btc--sma14,median_transaction_fee-btc--ema90,median_transaction_fee-btc--wma7,median_transaction_fee-btc--std7,median_transaction_fee-btc--std14,median_transaction_fee-btc--std30,median_transaction_fee-btc--trx7,median_transaction_fee-btc--trx30,confirmationtime-btc--sma90,confirmationtime-btc--wma90,confirmationtime-btc--std14,confirmationtime-btc--var14,confirmationtime-btc--trx14,confirmationtime-btc--trx30,confirmationtime-btc--trx90,marketcap-btc--sma30,marketcap-btc--ema90,marketcap-btc--wma30,marketcap-btc--wma90,marketcap-btc--std14,marketcap-btc--std30,marketcap-btc--std90,marketcap-btc--var14,marketcap-btc--var30,marketcap-btc--var90,marketcap-btc--trx7,marketcap-btc--trx90,marketcap-btc--rsi90,transactionvalue-btc--sma14,transactionvalue-btc--sma90,transactionvalue-btc--ema7,transactionvalue-btc--ema14,transactionvalue-btc--ema90,transactionvalue-btc--wma7,transactionvalue-btc--wma14,transactionvalue-btc--wma90,transactionvalue-btc--std14,transactionvalue-btc--std30,transactionvalue-btc--var30,transactionvalue-btc--trx7,transactionvalue-btc--trx14,transactionvalue-btc--trx30,transactionvalue-btc--trx90,mediantransactionvalue-btc--sma14,mediantransactionvalue-btc--sma30,mediantransactionvalue-btc--sma90,mediantransactionvalue-btc--ema30,mediantransactionvalue-btc--wma30,mediantransactionvalue-btc--std7,fee_to_reward-btc--sma7,fee_to_reward-btc--sma14,fee_to_reward-btc--sma90,fee_to_reward-btc--ema90,fee_to_reward-btc--wma7,fee_to_reward-btc--wma14,fee_to_reward-btc--wma90,fee_to_reward-btc--std90,fee_to_reward-btc--var90,fee_to_reward-btc--trx7,fee_to_reward-btc--trx14,fee_to_reward-btc--trx90,size-btc--ema3,size-btc--std7,size-btc--std14,size-btc--std30,size-btc--std90,size-btc--var7,size-btc--var30,size-btc--var90,size-btc--trx30,transactions-btc--sma30,transactions-btc--sma90,transactions-btc--ema30,transactions-btc--std90,transactions-btc--var90,transactions-btc--trx90,sentbyaddress-btc--sma14,sentbyaddress-btc--sma90,sentbyaddress-btc--ema30,sentbyaddress-btc--wma30,sentbyaddress-btc--wma90,sentbyaddress-btc--var90,sentbyaddress-btc--trx14,sentbyaddress-btc--trx30,sentbyaddress-btc--trx90,top100cap-btc--sma90,top100cap-btc--wma90,top100cap-btc--std30,top100cap-btc--std90,top100cap-btc--mom30,top100cap-btc--var90,top100cap-btc--trx14,top100cap-btc--rsi30,top100cap-btc--roc30,activeaddresses-btc--sma90,activeaddresses-btc--std7,activeaddresses-btc--std90,activeaddresses-btc--var90,activeaddresses-btc--trx30,price-btc--sma14,price-btc--ema90,price-btc--wma30,price-btc--wma90,price-btc--trx7,price-btc--trx90,price-btc--rsi90,price-btc--roc14,bitcoin-price_raw_30d
2013/10/08,328.323,180897221.0,162566923.0,154049173.0,181075867.0,154062303.0,85984272.0,185089235.0,170339074.0,160754252.0,142291402.0,96543812.0,32317522.0,89065871.0,261105562849340.0,2.448,2.455,2.465,1.975,100.0,99.973,27.189,27.189,117.732,787.173,1574832049851800.0,1485667868494300.0,1393370443957000.0,1519810135032800.0,1481137926553100.0,1389342022887621.0,1202301742839200.0,1538205843968500.0,1517202656160472.0,1443360152118496.0,478783414103680.0,821463823418320.0,2.172,2.334,2.466,2.09,366.8,395.024,513.844,987.655,334.996,362.138,406.024,1185.0,322.505,352.308,377.136,445.057,746.356,12.237,99.245,872.896,2462.0,17851.0,190487.0,-2.645,-2.342,-1.791,-0.698,67274238.0,78335728.0,81591827.0,75583880.0,78542320.0,78982115.0,79314934.0,77805909.0,40812751.0,-27630233.0,416420158483410.0,-1.23,0.197,-0.012,0.065,0.082,0.087,0.089,-0.02,-0.005,-3.32,0.363,0.179,-29.642,0.059,0.06,0.056,0.059,0.004,0.004,0.003,-0.199,0.365,7.938,7.821,1.522,0.579,0.095,-0.049,-0.086,1422803042.0,1288970515.0,1416955727.0,1331833947.0,99292393.0,77456249.0,360860619.0,2464744803799296.0,1499867633764864.0,3.2555096575494656e+16,-0.159,0.294,56.814,1781.0,1699.0,1725.0,1724.0,1699.0,1658.0,1753.0,1697.0,665.279,699.502,122326.0,-0.381,0.195,0.031,-0.006,74.599,60.337,61.069,62.605,65.603,29.471,0.615,0.719,0.864,0.904,0.575,0.654,0.905,1.664,0.692,-3.888,-1.628,-0.101,128813.0,40827.0,36578.0,39875.0,44093.0,416712167.0,397502948.0,486041162.0,0.064,52599.0,50462.0,51623.0,17926.0,80336424.0,0.034,47073.0,48113.0,46631.0,46514.0,47885.0,74757794.0,-0.009,-0.093,0.046,20.128,19.902,0.324,0.942,0.011,0.222,-0.013,49.469,0.056,71671.0,27798.0,24159.0,145909135.0,0.159,119.937,110.896,120.465,114.054,-0.199,0.261,55.904,0.251,274.025
2013/10/09,325.842,189281249.0,168347216.0,158583208.0,185178558.0,158758162.0,88254535.0,189281249.0,177017655.0,165451862.0,146320713.0,99110376.0,32998811.0,91815108.0,272230386354560.0,2.668,2.493,2.473,1.989,100.0,99.973,15.325,27.189,117.732,625.01,1568901106886700.0,1539885953868200.0,1421064514322400.0,1609513389758000.0,1535657606035600.0,1430658639100400.0,1234360768751683.0,1600398141284164.0,1570589850157700.0,1484139645522000.0,492166919601820.0,844372779887240.0,2.218,2.326,2.459,2.1,354.568,383.833,499.417,974.77,330.419,353.064,395.333,1166.0,324.617,342.068,367.912,432.928,731.811,12.938,92.353,877.346,2132.0,16824.0,192434.0,-2.705,-2.369,-1.803,-0.704,84341579.0,74663318.0,82190205.0,75753898.0,81043978.0,80164221.0,81409991.0,78283291.0,41045126.0,8377288.0,421175591080619.0,-0.899,0.196,-0.011,0.066,0.082,0.086,0.088,0.011,0.007,-3.082,0.301,0.177,18.092,0.059,0.06,0.056,0.06,0.004,0.004,0.003,-0.088,0.354,7.935,7.823,1.409,0.496,0.133,-0.04,-0.085,1425343816.0,1292543031.0,1418808431.0,1336569406.0,100716257.0,76044000.0,357712585.0,2535941106727424.0,1445672466786816.0,3.1989573320416e+16,-0.048,0.294,57.125,1802.0,1702.0,1841.0,1786.0,1709.0,1781.0,1807.0,1707.0,695.84,707.607,125177.0,0.123,0.247,0.041,-0.005,74.251,61.712,60.152,62.748,65.892,19.021,0.593,0.724,0.863,0.899,0.59,0.648,0.901,1.664,0.692,-3.613,-1.746,-0.101,130875.0,32637.0,35904.0,39825.0,44033.0,266298026.0,396502607.0,484725551.0,0.059,52366.0,50542.0,51550.0,17861.0,79753653.0,0.035,47303.0,48067.0,46897.0,46814.0,47944.0,74315310.0,-0.015,-0.092,0.045,20.119,19.894,0.331,0.939,0.117,0.221,-0.002,47.884,0.596,71740.0,17628.0,24212.0,146557022.0,0.161,119.991,111.16,120.574,114.416,-0.088,0.26,56.202,0.616,298.115
2013/10/10,347.472,189281249.0,174127509.0,161473354.0,187229904.0,162827907.0,90474903.0,189281249.0,182251163.0,169544934.0,150129921.0,101637093.0,36021097.0,94346427.0,324379861042956.0,2.76,2.522,2.48,2.002,100.0,99.973,15.447714285714286,27.189,117.732,623.473,1637861839146257.0,1571774219247100.0,1444597249597900.0,1663315012317500.0,1581022363246000.0,1468853038537252.0,1265506308501700.0,1674505905279346.0,1614897520409900.0,1523613261595900.0,505387266922320.0,866079199941500.0,2.295,2.328,2.454,2.109,352.207,382.911,488.142,962.529,338.946,351.666,388.951,1148.0,337.071,340.294,363.064,423.125,718.024,19.33,93.521,881.261,2187.0,16309.0,194155.0,-2.62,-2.381,-1.815,-0.71,85289115.0,73352316.0,82094181.0,75729182.0,81071673.0,80234380.0,81284856.0,78404122.0,41029171.0,-1344340.0,420848225139799.0,-0.645,0.195,-0.009,0.066,0.082,0.086,0.086,0.01,0.013,-2.801,0.241,0.175,17.385,0.06,0.06,0.056,0.061,0.002,0.004,0.003,0.022,0.343,7.914,7.813,1.369,0.469,0.144,-0.033,-0.085,1427301072.0,1296208672.0,1421001070.0,1341348908.0,102515724.0,76418697.0,355863215.0,2627368406161920.0,1459954331587840.0,3.165965689970867e+16,0.062,0.293,57.281,1805.0,1700.0,1792.0,1767.0,1708.0,1769.0,1786.0,1706.0,692.943,703.169,123612.0,0.223,0.262,0.047,-0.005,73.729,62.277,59.613,62.116,65.328,19.13,0.58,0.722,0.861,0.893,0.604,0.638,0.896,1.665,0.693,-3.223,-1.83,-0.102,134253.0,30611.0,32256.0,39881.0,43781.0,234264854.0,397627348.0,479202312.0,0.055,52485.0,50637.0,51880.0,17899.0,80094633.0,0.035,47337.0,47968.0,47186.0,47140.0,48016.0,72780053.0,0.005,-0.089,0.044,20.11,19.886,0.337,0.939,0.101,0.22,0.008,47.725,0.513,71763.0,13838.0,24243.0,146927685.0,0.164,120.052,111.431,120.712,114.782,0.022,0.26,56.345,0.694,334.983
2013/10/11,329.505,189281249.0,179907802.0,164363501.0,188255577.0,166355019.0,92646471.0,189281249.0,186039599.0,173252654.0,153719025.0,104123977.0,37938025.0,96675765.0,359823443406936.0,2.731,2.534,2.485,2.015,100.0,99.973,15.570428571428572,27.189,117.732,623.473,1721004400584500.0,1621386591858800.0,1477965652141700.0,1704997467355405.0,1622436753032792.0,1505896623051400.0,1296549767462454.0,1728914946902900.0,1658623946196400.0,1563890951302000.0,514122983578342.0,886580265777890.0,2.36,2.335,2.449,2.119,345.221,375.483,474.576,945.86,334.225,346.126,381.025,1130.0,334.884,334.619,355.943,412.89,704.112,18.904,92.786,871.722,2152.0,14908.0,189975.0,-2.514,-2.386,-1.826,-0.716,88710516.0,73647524.0,82770949.0,75884208.0,81938797.0,80707975.0,82015646.0,78664472.0,41101536.0,9474754.0,422334070285748.0,-0.334,0.196,-0.008,0.066,0.082,0.085,0.083,-0.002,-0.024,-2.759,0.179,0.173,-2.719,0.061,0.06,0.056,0.061,0.002,0.004,0.003,0.118,0.333,7.899,7.811,1.373,0.471,0.144,-0.027,-0.085,1428698512.0,1299892124.0,1423356209.0,1346107106.0,104951499.0,77496901.0,354973375.0,2753704279599360.0,1501442430658560.0,3.1501524285908224e+16,0.158,0.293,57.371,1817.0,1699.0,1836.0,1794.0,1714.0,1839.0,1808.0,1712.0,697.941,698.156,121855.0,0.422,0.296,0.057,-0.005,70.885,61.995,59.29,62.03,65.231,18.731,0.572,0.627,0.857,0.884,0.581,0.607,0.888,1.667,0.694,-3.11,-1.923,-0.103,130929.0,30477.0,32097.0,38958.0,43709.0,232205723.0,379432771.0,477619435.0,0.051,52576.0,50792.0,51870.0,17693.0,78256727.0,0.036,47322.0,48037.0,47312.0,47304.0,48042.0,72504635.0,0.029,-0.084,0.043,20.104,19.881,0.353,0.938,0.248,0.22,0.016,51.176,1.264,71949.0,14214.0,24230.0,146779219.0,0.168,120.156,111.704,120.864,115.145,0.118,0.259,56.422,1.191,291.892
2013/10/12,365.899,189281249.0,185688094.0,167253647.0,188768413.0,169411850.0,94770312.0,189281249.0,188382961.0,176575020.0,157088025.0,106571027.0,38913295.0,98817405.0,378561133446496.0,2.608,2.526,2.487,2.028,100.0,99.973,15.693142857142858,27.189,117.732,623.473,1763315065188251.0,1673379712800500.0,1519342110551400.0,1765573052824909.0,1673364724348200.0,1548596891750500.0,1330717436548400.0,1781487065757800.0,1709814457805300.0,1610315349455700.0,534416647505590.0,910156171805040.0,2.451,2.351,2.447,2.128,333.368,370.204,462.611,930.695,350.062,351.069,379.008,1113.0,350.697,339.789,354.665,405.879,691.365,29.716,85.686,864.03,1836.0,13071.0,186637.0,-2.238,-2.367,-1.836,-0.722,81437053.0,77634089.0,83767123.0,76201320.0,81078206.0,80370968.0,81044101.0,78655684.0,40641332.0,13946433.0,412929463361647.0,-0.271,0.193,-0.007,0.067,0.082,0.085,0.082,0.009,0.023,-2.268,0.123,0.17,12.456,0.061,0.06,0.056,0.062,0.002,0.004,0.003,0.195,0.324,7.881,7.785,1.513,0.572,0.104,-0.026,-0.084,1429465225.0,1303589597.0,1425899991.0,1350848215.0,107061753.0,78579387.0,353933587.0,2865554759271680.0,1543679996024576.0,3.131724601314483e+16,0.235,0.293,57.459,1827.0,1702.0,1811.0,1786.0,1714.0,1847.0,1798.0,1713.0,688.495,698.382,121934.0,0.419,0.308,0.064,-0.004,67.708,61.14,59.083,60.638,63.841,21.189,0.59,0.628,0.858,0.878,0.588,0.603,0.882,1.666,0.694,-2.872,-1.99,-0.104,119176.0,24785.0,33119.0,39428.0,43450.0,153569574.0,388633055.0,471975526.0,0.042,52482.0,50953.0,51702.0,17367.0,75401324.0,0.036,47308.0,48143.0,46934.0,46971.0,47897.0,70104937.0,0.016,-0.083,0.042,20.099,19.876,0.369,0.937,0.299,0.22,0.024,51.726,1.527,72155.0,13811.0,23736.0,140850388.0,0.167,120.224,111.977,121.031,115.506,0.195,0.259,56.497,0.769,314.01
2013/10/13,331.882,189281249.0,189281249.0,170143793.0,189024831.0,172061103.0,96847476.0,189281249.0,189281249.0,179512034.0,160236921.0,108978244.0,39017582.0,100783314.0,380592931161616.0,2.422,2.497,2.484,2.039,100.0,99.973,15.815857142857142,15.325,117.732,623.473,1898622026374100.0,1731383719237000.0,1578047128046500.0,1944305285629701.0,1785782922869771.0,1625188975308300.0,1381834861186200.0,1961348292380939.0,1822228909213800.0,1690808070506800.0,589813911993140.0,948802479543430.0,2.808,2.424,2.455,2.138,334.636,364.963,449.959,915.521,340.972,346.272,372.725,1096.0,342.825,339.417,349.556,397.445,678.205,33.248,85.443,857.572,1825.0,11417.0,183857.0,-2.027,-2.343,-1.846,-0.728,80592012.0,82293209.0,85013767.0,76422790.0,80763321.0,80264233.0,80370693.0,78710964.0,40476173.0,17453023.0,409580135718306.0,-0.258,0.19,-0.005,0.07,0.082,0.085,0.081,0.018,0.022,-1.694,0.072,0.168,31.23,0.062,0.06,0.056,0.062,0.002,0.005,0.004,0.284,0.317,7.856,7.755,1.627,0.662,0.035,-0.029,-0.084,1431130387.0,1307915568.0,1430477802.0,1356186219.0,114174289.0,82317216.0,353912757.0,3258942089992192.0,1694031030320384.0,3.1313559882061824e+16,0.324,0.293,58.109,1836.0,1703.0,1803.0,1785.0,1716.0,1844.0,1791.0,1715.0,682.771,697.811,121735.0,0.362,0.311,0.071,-0.004,65.215,59.545,58.712,59.705,62.876,20.186,0.604,0.624,0.858,0.871,0.58,0.594,0.876,1.666,0.694,-2.667,-2.043,-0.106,118753.0,23194.0,32731.0,38136.0,43229.0,134488266.0,363586433.0,467189399.0,0.032,52697.0,51114.0,51662.0,17098.0,73083323.0,0.037,47376.0,48144.0,46594.0,46671.0,47755.0,70088399.0,-0.02,-0.085,0.041,20.094,19.872,0.384,0.937,0.344,0.22,0.031,52.135,1.758,72437.0,11503.0,23863.0,142366547.0,0.169,120.474,112.304,121.37,115.918,0.284,0.259,57.127,2.836,336.63
2013/10/14,361.001,189281249.0,189281249.0,173033940.0,189153040.0,174357123.0,98878987.0,189281249.0,189281249.0,182063695.0,163165714.0,111345627.0,38258010.0,102583596.0,365918836552332.0,2.2,2.449,2.477,2.05,100.0,99.973,15.938571428571429,15.611333333333333,117.143,623.473,2071265693782234.0,1839151788739800.0,1653318344752900.0,2104458105123700.0,1905489923306777.0,1710445235216260.0,1438788155601100.0,2144342741502800.0,1955535710559000.0,1782349910049600.0,656512523459530.0,993192274053400.0,3.29,2.544,2.475,2.15,341.418,360.981,437.474,900.72,350.987,349.954,371.162,1080.0,352.111,346.009,349.027,391.705,666.017,30.03,80.471,849.322,1619.0,8806.0,180337.0,-1.73,-2.299,-1.853,-0.734,86821326.0,86272347.0,85839928.0,76714551.0,84163284.0,81941575.0,83203931.0,79366794.0,40951008.0,11566252.0,419246257932051.0,0.263,0.195,-0.004,0.068,0.082,0.085,0.079,0.017,-0.007,-1.169,0.026,0.165,29.848,0.062,0.06,0.056,0.063,0.003,0.005,0.004,0.401,0.311,7.822,7.709,1.8,0.81,-0.074,-0.039,-0.085,1434145614.0,1313018900.0,1437509208.0,1362279174.0,129101249.0,90982006.0,355055535.0,4166783136969984.0,2069431359944960.0,3.151610830531149e+16,0.441,0.292,58.89,1827.0,1702.0,1870.0,1823.0,1724.0,1893.0,1823.0,1723.0,667.098,711.314,126492.0,0.544,0.346,0.082,-0.003,60.148,59.826,58.154,59.211,62.392,15.609,0.56,0.617,0.854,0.863,0.561,0.581,0.869,1.667,0.695,-2.536,-2.091,-0.107,116039.0,20130.0,33700.0,35592.0,43190.0,101307020.0,316694165.0,466340360.0,0.019,53159.0,51314.0,52020.0,16957.0,71885398.0,0.037,47340.0,48168.0,46844.0,46945.0,47806.0,70147343.0,-0.024,-0.084,0.04,20.089,19.866,0.394,0.938,0.317,0.22,0.037,50.703,1.624,72617.0,11768.0,23919.0,143025651.0,0.173,120.978,112.695,121.916,116.392,0.401,0.258,57.887,5.743,369.033
2013/10/15,368.842,189281249.0,189281249.0,175924086.0,189217145.0,176347006.0,100865850.0,189281249.0,189281249.0,184230002.0,165874910.0,113673176.0,36580806.0,104226834.0,334538849618636.0,1.963,2.384,2.464,2.06,100.0,99.973,16.061285714285717,15.897666666666668,68.058,623.473,2258745057765854.0,1966485287620784.0,1726076578057600.0,2246522417684511.0,2026264125041401.0,1800864101220100.0,1500065482997500.0,2303003259734322.0,2092894445935400.0,1880385694781900.0,741311573565680.0,1041691868768700.0,3.782,2.698,2.505,2.164,347.206,357.003,433.051,883.684,359.914,354.676,370.852,1065.0,360.068,352.864,350.075,387.278,654.328,31.801,72.636,829.573,1319.0,8806.0,172048.0,-1.377,-2.235,-1.859,-0.739,98730418.0,91115310.0,84725519.0,76977549.0,87769732.0,83829967.0,86586826.0,80124972.0,41525766.0,-15601729.0,431097309082795.0,1.007,0.209,-0.002,0.075,0.082,0.085,0.079,0.03,0.02,-0.331,-0.011,0.162,46.574,0.063,0.061,0.057,0.064,0.004,0.006,0.004,0.564,0.308,7.797,7.659,2.064,1.065,-0.21,-0.054,-0.085,1439089266.0,1319231084.0,1447930346.0,1369467809.0,155202338.0,107867952.0,357454912.0,6021941413060608.0,2908873764954880.0,3.194350345263053e+16,0.606,0.292,59.947,1821.0,1701.0,1966.0,1881.0,1735.0,1980.0,1880.0,1735.0,650.171,678.193,114986.0,0.947,0.426,0.099,-0.002,59.34,61.761,58.008,60.333,63.474,22.513,0.585,0.6,0.853,0.857,0.57,0.578,0.863,1.668,0.696,-2.271,-2.111,-0.109,108394.0,25203.0,35853.0,37203.0,43192.0,158801153.0,346014476.0,466386984.0,0.003,53228.0,51482.0,52248.0,16822.0,70748872.0,0.037,47075.0,48252.0,47262.0,47369.0,47919.0,70367427.0,0.007,-0.079,0.039,20.084,19.861,0.4,0.937,0.326,0.22,0.042,50.155,1.668,72868.0,12309.0,23984.0,143805570.0,0.178,121.79,113.18,122.746,116.959,0.564,0.258,58.92,9.212,400.994
2013/10/16,276.728,199492202.0,193657372.0,181002294.0,204565626.0,182155953.0,103482295.0,204597678.0,196939464.0,190095338.0,170395574.0,116634142.0,39723891.0,107221878.0,394496872363932.0,2.009,2.359,2.457,2.07,100.0,99.979,16.184,16.184,95.256,740.558,2420214419489930.0,2096232281781300.0,1818059117824700.0,2426984010645616.0,2171559494682731.0,1908408301538300.0,1571509361746500.0,2477353532654800.0,2253134524931869.0,1997901564855200.0,834520749020225.0,1101019467184300.0,4.31,2.891,2.549,2.179,340.19,347.379,425.753,869.614,318.321,335.189,358.302,1047.0,321.478,335.245,339.372,377.192,640.988,83.396,76.805,827.315,1475.0,9437.0,171113.0,-1.418,-2.201,-1.866,-0.745,115489189.0,95642185.0,85152751.0,77513110.0,93266151.0,86743703.0,92489141.0,81268166.0,42928356.0,5981258.0,460710942316377.0,2.033,0.237,0.001,0.082,0.083,0.086,0.08,0.028,0.048,1.227,-0.03,0.161,28.824,0.064,0.062,0.057,0.065,0.005,0.007,0.005,0.73,0.307,7.773,7.638,2.078,1.08,-0.316,-0.069,-0.086,1444584485.0,1325710106.0,1459216627.0,1376917797.0,166646590.0,124826143.0,359212556.0,6942771490726912.0,3895391487646208.0,3.225841511246899e+16,0.772,0.292,60.288,1861.0,1708.0,2161.0,1996.0,1757.0,2179.0,2003.0,1758.0,788.276,766.891,147030.0,1.783,0.596,0.128,-0.001,60.249,63.517,58.06,63.109,66.159,40.147,0.616,0.604,0.852,0.858,0.647,0.617,0.864,1.668,0.696,-1.224,-2.026,-0.111,112924.0,22774.0,29755.0,35698.0,43188.0,129660917.0,318580058.0,466290056.0,-0.013,53191.0,51589.0,52143.0,16677.0,69527133.0,0.038,46833.0,48377.0,47849.0,47946.0,48097.0,70971668.0,0.075,-0.069,0.038,20.074,19.854,0.399,0.931,0.337,0.217,0.044,48.286,1.733,73202.0,15189.0,24271.0,147275304.0,0.188,123.464,113.686,123.648,117.546,0.73,0.258,59.243,20.782,411.755
2013/10/17,244.259,225642202.0,204864515.0,189496012.0,236148438.0,193565992.0,107092162.0,238717202.0,215457933.0,201659199.0,177770494.0,120598720.0,56058926.0,112905170.0,785650787037880.0,2.551,2.431,2.466,2.082,100.0,99.984,41.446,41.446,137.712,923.325,2462525463148716.0,2192579056169400.0,1882176637708300.0,2409264033119885.0,2226555634910600.0,1972826402079100.0,1624414825865700.0,2463018350706866.0,2326962468385085.0,2074366223224406.0,871147490423190.0,1140938086426948.0,4.439,3.042,2.591,2.195,325.445,338.826,412.842,854.072,281.29,312.457,343.097,1030.0,275.846,311.262,325.623,365.483,627.244,105.536,92.551,821.147,2141.0,8956.0,168571.0,-1.747,-2.201,-1.874,-0.751,115984518.0,99427520.0,86389918.0,77991926.0,95197203.0,88098886.0,95501979.0,81932692.0,43303706.0,17320327.0,468802739729666.0,2.548,0.266,0.004,0.088,0.084,0.086,0.081,-0.447,0.06,2.396,-0.04,0.159,-80.465,0.065,0.063,0.057,0.067,0.006,0.007,0.006,0.888,0.309,7.776,7.657,2.182,1.191,-0.345,-0.078,-0.086,1450895489.0,1332711280.0,1472099144.0,1384879536.0,159944661.0,143959017.0,360528433.0,6395573659297536.0,5181049630874368.0,3.249518775912499e+16,0.931,0.293,60.843,1921.0,1716.0,2252.0,2067.0,1774.0,2303.0,2091.0,1776.0,851.249,777.43,151099.0,2.419,0.782,0.164,0.001,61.237,65.107,57.975,63.955,66.978,40.529,0.648,0.614,0.857,0.859,0.711,0.653,0.864,1.666,0.694,-0.015,-1.873,-0.112,123140.0,20718.0,27708.0,33124.0,42702.0,107311622.0,274300864.0,455859746.0,-0.025,52489.0,51701.0,51792.0,16405.0,67279514.0,0.038,46770.0,48431.0,47879.0,47981.0,48096.0,70706500.0,0.123,-0.06,0.037,20.065,19.848,0.396,0.928,0.323,0.215,0.045,47.757,1.659,73455.0,15144.0,24137.0,145649950.0,0.197,125.621,114.236,124.684,118.177,0.888,0.258,59.782,27.833,418.345
2013/10/18,296.782,251792202.0,216071658.0,197989730.0,251939844.0,203454693.0,110622692.0,259761726.0,231174617.0,212090564.0,184811860.0,124504306.0,64265643.0,118071964.0,1032518216421392.0,3.132,2.548,2.486,2.095,100.0,99.984,41.446,41.446,137.712,923.325,2447353764475800.0,2277777872145627.0,1949582232002212.0,2376167833673210.0,2255684634739600.0,2022192433032105.0,1670779781243800.0,2403291436245800.0,2364585612899356.0,2135818889426800.0,882891659144930.0,1175270581019465.0,4.254,3.134,2.628,2.21,320.77,332.995,402.409,839.104,289.036,308.538,336.921,1013.0,275.932,304.096,320.017,357.995,614.996,43.282,92.126,812.071,2122.0,8004.0,164865.0,-1.911,-2.195,-1.882,-0.756,120551042.0,104761249.0,89204387.0,78949203.0,99159071.0,90473875.0,100638151.0,82963885.0,43600080.0,39402568.0,475241736728805.0,3.023,0.304,0.007,0.094,0.084,0.086,0.081,-0.13,0.035,2.808,-0.046,0.157,-58.357,0.063,0.062,0.057,0.061,0.017,0.012,0.009,0.338,0.3,7.773,7.651,2.159,1.166,-0.354,-0.085,-0.086,1458884431.0,1340879225.0,1488451229.0,1393994440.0,184429455.0,170320196.0,363995925.0,8503555997862144.0,7252242250497280.0,3.312325844233267e+16,1.109,0.293,61.914,1955.0,1728.0,2264.0,2098.0,1786.0,2339.0,2142.0,1788.0,870.308,794.844,157944.0,2.618,0.935,0.2,0.003,60.801,65.724,58.047,63.528,66.477,40.807,0.691,0.632,0.86,0.857,0.748,0.677,0.863,1.665,0.693,0.882,-1.695,-0.114,133126.0,27146.0,29611.0,30896.0,41723.0,184223804.0,238641210.0,435199579.0,-0.033,52458.0,51989.0,52287.0,16024.0,64192450.0,0.039,47238.0,48646.0,48171.0,48280.0,48184.0,68184000.0,0.175,-0.049,0.037,20.058,19.843,0.395,0.924,0.447,0.213,0.046,51.332,2.303,73828.0,15145.0,23861.0,142339801.0,0.207,127.528,114.884,126.013,118.904,1.065,0.258,60.838,22.807,453.251
